Date,Open,High,Low,Close,Adj Close,Volume
2018-11-14,13.200000,13.340000,13.100000,13.160000,13.160000,12335258
2018-11-15,13.280000,13.340000,12.800000,13.060000,13.060000,34068658
2018-11-16,13.100000,13.200000,12.800000,12.940000,12.940000,20361231
2018-11-19,13.000000,13.700000,12.960000,13.600000,13.600000,49897906
2018-11-20,13.660000,14.800000,13.340000,14.740000,14.740000,158416525
2018-11-21,14.500000,15.160000,14.300000,14.840000,14.840000,78620564
2018-11-22,14.960000,15.000000,14.260000,14.320000,14.320000,34210705
2018-11-23,14.320000,14.440000,14.080000,14.440000,14.440000,30412700
2018-11-26,14.500000,14.560000,14.180000,14.300000,14.300000,23313991
2018-11-27,14.220000,14.380000,13.740000,13.820000,13.820000,38513213
2018-11-28,13.940000,14.640000,13.940000,14.500000,14.500000,52406420
2018-11-29,14.700000,14.860000,14.040000,14.200000,14.200000,39356934
2018-11-30,14.300000,14.400000,14.160000,14.280000,14.280000,21143591
2018-12-03,14.800000,14.980000,14.720000,14.860000,14.860000,44197080
2018-12-04,14.940000,14.940000,14.420000,14.640000,14.640000,32211993
2018-12-05,14.380000,14.380000,14.140000,14.300000,14.300000,38493584
2018-12-06,14.100000,14.180000,13.800000,14.000000,14.000000,33335368
2018-12-07,13.960000,14.040000,13.020000,13.640000,13.640000,44991040
2018-12-10,13.500000,13.500000,13.160000,13.280000,13.280000,21474200
2018-12-11,13.260000,13.500000,13.200000,13.380000,13.380000,12935341
2018-12-12,13.500000,13.720000,13.440000,13.520000,13.520000,19134630
2018-12-13,13.700000,13.820000,13.500000,13.760000,13.760000,12363996
2018-12-14,13.780000,13.780000,13.480000,13.540000,13.540000,12573551
2018-12-17,13.540000,13.620000,13.300000,13.520000,13.520000,9441591
2018-12-18,13.360000,13.480000,13.020000,13.260000,13.260000,22061077
2018-12-19,13.200000,13.320000,13.100000,13.260000,13.260000,12041587
2018-12-20,13.140000,13.180000,12.700000,13.080000,13.080000,32211712
2018-12-21,12.900000,13.680000,12.680000,13.680000,13.680000,49668836
2018-12-24,13.420000,13.420000,13.040000,13.160000,13.160000,10519067
2018-12-27,13.160000,13.300000,12.860000,12.920000,12.920000,16268154
2018-12-28,13.000000,13.160000,12.840000,12.940000,12.940000,18540002
2018-12-31,13.100000,13.100000,12.840000,12.920000,12.920000,11246279
2019-01-02,12.980000,12.980000,12.180000,12.200000,12.200000,32515761
2019-01-03,12.280000,12.320000,11.760000,11.760000,11.760000,38910146
2019-01-04,11.660000,12.040000,11.500000,11.960000,11.960000,25943844
2019-01-07,12.320000,12.380000,11.960000,12.000000,12.000000,28376962
2019-01-08,12.160000,12.160000,11.060000,11.100000,11.100000,91106400
2019-01-09,10.500000,11.100000,10.340000,10.340000,10.340000,240922422
2019-01-10,9.630000,10.040000,9.440000,9.970000,9.970000,376414318
2019-01-11,10.180000,10.520000,10.000000,10.340000,10.340000,126655283
